0.15		1.677e+14		0		2.5184e+13
0.2		9.55e+13		0		1.4338e+13
0.25		5.4e+13		0		8.1099e+12
0.3		3.15e+13		0		4.7345e+12
0.35		2.04e+13		0		3.0747e+12
0.4		1.2e+13		0		1.8248e+12
0.45		7.2e+12		0		1.1042e+12
0.5		4.25e+12		0		6.5269e+11
0.55		2.58e+12		0		3.9971e+11
0.6		1.75e+12		0		2.6421e+11
0.65		1e+12		0		1.6155e+11
0.7		6.8e+11		0		1.136e+11
0.75		4.7e+11		0		8.1057e+10
0.8		2.5e+11		0		5.4829e+10
0.85		1.9e+11		0		3.4817e+10
0.9		1.1e+11		0		2.5928e+10
0.95		9e+10		0		2.413e+10
1		6e+10		0		2.1932e+10
1.05		5e+10		0		2.136e+10
0.042		4.87e+14		0		1.398e+13
0.046		4.45e+14		0		1.3135e+13
0.05		4.32e+14		0		1.2797e+13
0.054		3.92e+14		0		1.2332e+13
0.058		3.73e+14		0		1.2061e+13
0.062		3.53e+14		0		1.1415e+13
0.066		3.37e+14		0		1.1159e+13
0.07		3.43e+14		0		1.1371e+13
0.074		3.06e+14		0		1.0747e+13
0.078		2.97e+14		0		1.0428e+13
0.082		2.84e+14		0		1.0244e+13
0.086		2.75e+14		0		1.017e+13
0.09		2.7e+14		0		9.99e+12
0.094		2.52e+14		0		9.5608e+12
0.098		2.32e+14		0		9.2489e+12
0.102		2.21e+14		0		8.8087e+12
0.106		2.24e+14		0		8.9244e+12
0.11		2.05e+14		0		8.5611e+12
0.114		2.1e+14		0		8.5689e+12
0.118		2.01e+14		0		8.394e+12
0.122		1.75e+14		0		7.8077e+12
0.126		1.84e+14		0		8.0392e+12
0.13		1.77e+14		0		7.9009e+12
0.134		1.71e+14		0		7.7949e+12
0.138		1.47e+14		0		7.1316e+12
0.142		1.48e+14		0		7.183e+12
0.146		1.36e+14		0		6.857e+12
0.15		1.38e+14		0		6.9599e+12
0.154		1.29e+14		0		6.6332e+12
0.158		1.19e+14		0		6.3526e+12
0.162		1.22e+14		0		6.5068e+12
0.166		1.27e+14		0		6.6568e+12
0.17		1.09e+14		0		6.1311e+12
0.174		1.15e+14		0		6.2444e+12
0.178		9.84e+13		0		5.7329e+12
0.182		1.06e+14		0		6.0747e+12
0.186		8.86e+13		0		5.5037e+12
0.19		8.6e+13		0		5.429e+12
0.194		8.57e+13		0		5.4087e+12
0.198		7.62e+13		0		5.1124e+12
0.202		8.34e+13		0		5.3445e+12
0.206		7.88e+13		0		5.1279e+12
0.21		7.46e+13		0		5.0008e+12
0.214		7.1e+13		0		4.9046e+12
0.218		6.54e+13		0		4.6468e+12
0.222		7e+13		0		4.8335e+12
0.226		6.38e+13		0		4.6534e+12
0.23		5.79e+13		0		4.3953e+12
0.234		5.49e+13		0		4.281e+12
0.238		5.17e+13		0		4.1862e+12
0.25		4.61e+13		0		1.9894e+12
0.27		3.896e+13		0		1.6188e+12
0.29		3.213e+13		0		1.3311e+12
0.31		2.601e+13		0		1.129e+12
0.33		2.162e+13		0		8.9175e+11
0.35		1.775e+13		0		7.3733e+11
0.37		1.459e+13		0		5.9837e+11
0.39		1.209e+13		0		5.0892e+11
0.41		9.823e+12		0		4.1768e+11
0.43		8.211e+12		0		3.4742e+11
0.45		6.559e+12		0		2.7632e+11
0.47		5.549e+12		0		2.3298e+11
0.49		4.529e+12		0		1.9013e+11
0.51		3.774e+12		0		1.5926e+11
0.53		3.075e+12		0		1.3014e+11
0.55		2.417e+12		0		1.0176e+11
0.57		2.004e+12		0		8.579e+10
0.59		1.718e+12		0		7.3215e+10
0.61		1.452e+12		0		6.1844e+10
0.63		1.226e+12		0		5.1958e+10
0.65		1.065e+12		0		4.6438e+10
0.67		8.435e+11		0		3.9708e+10
0.69		7.497e+11		0		3.6384e+10
0.71		6.018e+11		0		3.1244e+10
0.73		4.978e+11		0		2.7844e+10
0.75		3.774e+11		0		2.3331e+10
0.77		3.284e+11		0		2.1758e+10
0.79		2.846e+11		0		1.9292e+10
0.825		1.795e+11		0		1.4004e+10
0.875		1.062e+11		0		8.2968e+09
0.925		6.536e+10		0		5.1066e+09
0.975		3.999e+10		0		3.1215e+09
1.025		2.537e+10		0		1.9852e+09
1.075		1.419e+10		0		1.1083e+09
1.125		8.729e+09		0		6.8157e+08
1.175		4.622e+09		0		3.6105e+08
1.225		2.118e+09		0		2.1778e+08
1.275		1.086e+09		0		1.2142e+08
1.325		5.117e+08		0		4.8294e+07
1.375		2.408e+08		0		2.9061e+07
1.425		5.085e+07		0		1.0483e+07
1.475		9.32e+07		0		1.4736e+07
1.525		1.365e+08		0		1.9008e+07
1.575		2.408e+08		0		2.6922e+07
1.625		3.01e+08		0		3.3653e+07
1.675		3.451e+08		0		3.554e+07
1.725		4.279e+08		0		4.4037e+07
1.775		4.225e+08		0		3.9825e+07
1.825		4.848e+08		0		4.5758e+07
1.875		4.859e+08		0		4.588e+07
1.925		4.924e+08		0		4.6417e+07
1.975		4.58e+08		0		4.3225e+07
2.05		4.838e+08		0		3.7788e+07
2.15		4.386e+08		0		3.4274e+07
2.25		3.462e+08		0		2.9745e+07
2.35		2.978e+08		0		2.5629e+07
2.45		2.505e+08		0		2.1537e+07
2.55		2.118e+08		0		2.002e+07
2.65		1.935e+08		0		1.8255e+07
2.75		1.387e+08		0		1.4269e+07
2.85		1.236e+08		0		1.3819e+07
2.95		1.097e+08		0		1.3231e+07
3.05		1.312e+08		0		1.9488e+07
