1.065		7.9e-08		0		2.7295e-08
1.086		8.1e-08		0		2.7295e-08
1.108		7.2e-08		0		2.4187e-08
1.131		6.5e-08		0		2.2204e-08
1.155		5.1e-08		0		1.7263e-08
1.179		5.3e-08		0		1.7263e-08
1.205		5e-08		0		1.6279e-08
1.232		4.2e-08		0		1.4142e-08
1.261		3.4e-08		0		1.118e-08
1.29		3.3e-08		0		1.0198e-08
1.322		2.7e-08		0		9.2195e-09
1.355		2.2e-08		0		7.0711e-09
1.39		2e-08		0		6.0828e-09
1.428		1.6e-08		0		5.099e-09
1.467		1.5e-08		0		4.1231e-09
1.507		1.1e-08		0		3.1623e-09
1.552		8.4e-09		0		2.5962e-09
1.603		7.5e-09		0		2.3087e-09
1.656		5.6e-09		0		1.6763e-09
1.713		4.6e-09		0		1.3928e-09
1.777		3.7e-09		0		1.077e-09
1.851		2.2e-09		0		6.7082e-10
1.932		1.9e-09		0		5.831e-10
2.024		1.3e-09		0		3.6056e-10
2.133		5.9e-10		0		1.9209e-10
2.272		4.1e-10		0		1.3601e-10
2.443		2.3e-10		0		7.8102e-11
