0.11		19.63		0		3.022
0.13		17.2		0		2.6299
0.15		12.94		0		1.976
0.17		11.06		0		1.6935
0.19		8.8		0		1.3537
0.21		6.86		0		1.0664
0.23		5.92		0		0.92814
0.25		4.76		0		0.75326
0.27		3.48		0		0.559
0.29		2.57		0		0.41365
0.31		2		0		0.33106
0.33		1.67		0		0.29198
0.35		1.43		0		0.25614
0.37		1.14		0		0.19324
0.39		0.831		0		0.14296
0.42		0.645		0		0.10984
0.46		0.42		0		0.074626
0.5		0.256		0		0.04812
0.54		0.152		0		0.030997
0.58		0.102		0		0.022871
0.62		0.056		0		0.015478
0.68		0.033		0		0.0094076
0.76		0.018		0		0.0056824
0.85		0.007		0		0.0031784
0.523		0.179		0		0.055251
0.57		0.0855		0		0.026669
0.625		0.0337		0		0.012529
0.674		0.0235		0		0.00882
0.721		0.0204		0		0.0065034
0.772		0.0119		0		0.0039121
0.822		0.00713		0		0.0024191
0.875		0.00479		0		0.0015029
0.924		0.00263		0		0.00084411
0.973		0.00145		0		0.00049206
1.021		0.000667		0		0.000237
1.075		0.000652		0		0.00023213
1.125		0.000481		0		0.00017729
1.171		0.000308		0		0.00012157
1.25		9.4e-05		0		4.1173e-05
1.34		7.7e-05		0		3.5533e-05
1.44		6e-05		0		3e-05
1.57		5.1e-05		0		2.6797e-05
1.66		4.2e-05		0		2.2798e-05
1.75		6.9e-05		0		3.2458e-05
1.85		7.7e-05		0		3.5533e-05
1.93		5.1e-05		0		2.6797e-05
2.09		5.1e-05		0		2.2138e-05
2.27		3.4e-05		0		1.5749e-05
2.48		1.3e-05		0		8.0131e-06
2.82		6.3e-06		0		4.1548e-06
3.52		1.7e-06		0		1.3039e-06
0.64		0.05707		0		0.0058859
0.74		0.02038		0		0.0022614
0.84		0.00733		0		0.00091043
0.94		0.00216		0		0.00035363
1.08		0.000393		0		0.00010931
1.32		0.000103		0		3.7444e-05
1.64		5.8e-05		0		3.1538e-05
1.94		5e-05		0		2.6476e-05
